partnerId,dummyId,impressions_count,violation_count,bad_from_total_in_percentage
15047,350115424,6704189,2654291,28.36%
15579,396660830,249870559,1268115,0.50%
15871,1502523118,27654879,347321,1.24%
15605,1138790710,39126793,276591,0.70%
15002,257925435,6663638,241237,3.49%
15899,505291636,21867846,183148,0.83%
15750,1667218454,8066082,131855,1.61%
15905,993657620,1631839,46592,2.78%
15945,919478749,1463238,32055,2.14%
15617,505173155,4724454,24323,0.51%
15857,1088554917,4944250,23401,0.47%
15754,1366563817,15457337,9416,0.06%
15127,1181347726,14942436,7195,0.05%
15944,2146599096,4010,6810,62.94%
15391,2021295331,2052662,5363,0.26%
15819,1395869472,12754,5025,28.26%
15814,786374107,23570529,1177,0.00%
15822,533113370,22270581,520,0.00%
15281,1721969090,23572316,312,0.00%
15864,22692143,16754300,292,0.00%
15827,427631917,80413,262,0.32%
15927,1562739929,52092,193,0.37%
15831,1589173297,1198898,151,0.01%
15389,1749699717,3875440,118,0.00%
15930,600996285,62856204,110,0.00%
15867,22947115,17115312,109,0.00%
15804,646878986,7073075,101,0.00%
15400,518755434,8733305,56,0.00%
15824,782963570,550622,46,0.01%
15318,1554344111,8455900,40,0.00%
15283,2072952453,2522309,40,0.00%
15855,1253044917,109782,36,0.03%
15903,551417214,3193515,34,0.00%
15121,448194519,7727909,33,0.00%
15287,537782190,30301,30,0.10%
15792,753574114,1794634,26,0.00%
15882,1849287162,2749155,22,0.00%
15809,39758047,365547,19,0.01%
15696,1999219954,5234438,19,0.00%
15381,799485942,1370234,13,0.00%
15958,591569734,2153369,12,0.00%
15623,1305922516,39637091,7,0.00%
15195,1187275693,8906659,5,0.00%
15328,703835782,36152,4,0.01%
15658,236396924,177222,4,0.00%
15154,119841128,8471893,3,0.00%
15072,1434517136,494912,2,0.00%
15398,890910414,4998598,2,0.00%
15943,194336586,155362,1,0.00%
15399,719510843,2356250,1,0.00%
15979,1096233217,1046292,1,0.00%
15717,858577937,2897552,1,0.00%
15410,13566750,30249,nan,nan
15916,16883654,221,nan,nan
15380,18968884,20017,nan,nan
15926,20030764,605422,nan,nan
15668,27186103,83988,nan,nan
15948,53881384,11613259,nan,nan
15713,69849995,13163,nan,nan
15969,95728119,26512,nan,nan
15629,156278137,3710354,nan,nan
15729,195191772,385,nan,nan
15739,238256392,9032405,nan,nan
16000,251179893,31481,nan,nan
15946,258403375,180172,nan,nan
15783,263210415,750555,nan,nan
15036,265215013,729550,nan,nan
15752,274283573,2,nan,nan
15680,288563991,293644,nan,nan
15162,298684257,12216014,nan,nan
15853,299219427,77599,nan,nan
15959,319398028,29997,nan,nan
15572,380216834,1960,nan,nan
15607,390912691,12312399,nan,nan
15869,391964037,259305,nan,nan
15772,424127213,1615,nan,nan
15947,435608212,44926,nan,nan
15075,440659464,22448,nan,nan
15812,456059511,6916339,nan,nan
15277,475690132,686,nan,nan
15817,523965119,1416,nan,nan
15113,564279206,8286,nan,nan
15956,590866553,11717,nan,nan
15890,607862070,6,nan,nan
15299,612283370,955121,nan,nan
15128,691779092,24,nan,nan
15907,751713662,397,nan,nan
15313,769982755,6615756,nan,nan
15813,811947878,161747,nan,nan
15753,813285183,1,nan,nan
10278,853540438,3242119,nan,nan
15802,862757599,2935408,nan,nan
15305,898318490,31354,nan,nan
15672,919696211,10690048,nan,nan
15378,928824960,4443,nan,nan
15929,930924937,307,nan,nan
15703,955429704,1522001,nan,nan
15688,974061330,205,nan,nan
15601,986338370,76805,nan,nan
15874,1031540622,15646,nan,nan
15296,1061550106,112096,nan,nan
15310,1161350937,436971,nan,nan
15622,1176121827,7,nan,nan
15796,1190733412,149067,nan,nan
15709,1348764643,943,nan,nan
15799,1398453148,1026820,nan,nan
15711,1439597579,199472,nan,nan
16001,1466941855,201104,nan,nan
15326,1550019134,331014,nan,nan
15876,1641699010,1727747,nan,nan
15897,1671643699,5310144,nan,nan
15906,1684426694,57852,nan,nan
15910,1688538171,209928,nan,nan
15953,1769707073,30096,nan,nan
15604,1772349754,50209,nan,nan
15691,1796286805,186,nan,nan
16002,1802695038,215761,nan,nan
15797,1865457435,1,nan,nan
15301,1868737718,1315,nan,nan
15862,1868846730,185178,nan,nan
15578,1874655701,7,nan,nan
15960,1891055340,1452179,nan,nan
15659,1912975380,31905,nan,nan
15206,1978660482,6,nan,nan
15777,1995923215,1306839,nan,nan
15304,2003840872,107,nan,nan
15236,2027192254,4732,nan,nan
15757,2073339254,3,nan,nan
15348,2087121874,11930634,nan,nan
15756,2103095921,335960,nan,nan
15800,2144359602,98197,nan,nan
