"partnerId","violation","violation_count"
"15002","InvalidIp","235961"
"15002","FailedConvertPayloadToJson","12"
"15047","UnknownCurrency","4940165"
"15047","OutOfRangeCpm","167"
"15047","UnsupportedHttpMethod","2"
"15047","FailedToConvertPayloadToJsonArray","1"
"15072","InternalServerError","200"
"15072","OutOfRangeCpm","3"
"15121","FailedToConvertPayloadToJsonArray","35"
"15127","OutOfRangeCpm","5313"
"15127","FailedToConvertPayloadToJsonArray","8"
"15127","UnsupportedHttpMethod","3"
"15195","FailedToConvertPayloadToJsonArray","4"
"15195","UnsupportedHttpMethod","2"
"15281","InternalServerError","269"
"15281","OutOfRangeCpm","17"
"15281","FailedToConvertPayloadToJsonArray","3"
"15283","UnknownCurrency","15"
"15283","InternalServerError","6"
"15287","OutOfRangeCpm","36"
"15318","InternalServerError","26"
"15318","UnsupportedHttpMethod","2"
"15318","FailedToConvertPayloadToJsonArray","1"
"15381","OutOfRangeCpm","12"
"15389","UnsupportedHttpMethod","521"
"15391","OutOfRangeCpm","6219"
"15391","FailedToConvertPayloadToJsonArray","1"
"15400","UnknownCurrency","503"
"15579","UnknownCurrency","92208"
"15579","OutOfRangeCpm","978"
"15579","InternalServerError","8"
"15579","UnsupportedHttpMethod","3"
"15579","FailedToConvertPayloadToJsonArray","3"
"15605","EmptyDataReceived","245725"
"15605","InvalidIp","3025"
"15605","FailedConvertPayloadToJson","590"
"15617","UnknownCurrency","1952956"
"15617","OutOfRangeCpm","2194"
"15617","FailedToConvertPayloadToJsonArray","15"
"15617","InternalServerError","9"
"15623","OutOfRangeCpm","4"
"15629","FailedToConvertPayloadToJsonArray","14"
"15696","InternalServerError","7"
"15696","EmptyDataReceived","1"
"15750","OutOfRangeCpm","121611"
"15750","InternalServerError","1032"
"15754","OutOfRangeCpm","10841"
"15754","InternalServerError","24"
"15754","FailedToConvertPayloadToJsonArray","2"
"15754","UnsupportedHttpMethod","1"
"15783","FailedToConvertPayloadToJsonArray","4"
"15804","OutOfRangeCpm","55"
"15804","EmptyDataReceived","6"
"15804","UnsupportedHttpMethod","2"
"15804","FailedToConvertPayloadToJsonArray","2"
"15809","InternalServerError","46"
"15814","MissingCurrency","692"
"15814","InternalServerError","184"
"15814","FailedToConvertPayloadToJsonArray","3"
"15819","MissingCpm","5654"
"15822","InternalServerError","1425"
"15824","InternalServerError","57"
"15831","InternalServerError","58"
"15857","OutOfRangeCpm","6814"
"15864","FailedConvertPayloadToJson","13"
"15867","InvalidIp","86"
"15867","OutOfRangeCpm","27"
"15871","EmptyDataReceived","449260"
"15871","InvalidIp","35"
"15871","FailedConvertPayloadToJson","4"
"15882","InternalServerError","30"
"15899","UnknownCurrency","315605"
"15899","OutOfRangeCpm","62"
"15899","InternalServerError","3"
"15903","InternalServerError","23"
"15905","EmptyDataReceived","49360"
"15905","InvalidIp","61"
"15905","FailedConvertPayloadToJson","8"
"15927","OutOfRangeCpm","1683"
"15927","InternalServerError","32"
"15927","UnsupportedHttpMethod","1"
"15930","OutOfRangeCpm","72"
"15934","OutOfRangeCpm","2"
"15943","InternalServerError","2"
"15944","OutOfRangeCpm","3880"
"15945","EmptyDataReceived","20895"
"15945","InvalidIp","1"
"15958","MissingCpm","25"
"15958","InternalServerError","20"
"15979","MissingCurrency","690"
"15979","InternalServerError","16"
,"PartnerIsNull","99"
,"FailedToConvertPayloadToJsonArray","44"
,"EmptyDataReceived","0"
,"UnsupportedHttpMethod","0"
,"MissingImpressionsCountParamRequest","0"
